n	S21	
n	U	
n	S25	
o	S1/m	 -	 -и	 -а	 -ів	 -ові, -у	 -ам	 -а	 -ів	 -ом	 -ами	на/в -ові, -і	на/в -ах	 -е	 -и	
o	S20/s	 -ий	 -а	 -е	 -і	 -ого	 -ої	 -ого	 -их	 -ому	 -ій	 -ому	 -им	 -ий, -ого	 -у	 -е	 -і, -их	 -им	 -ою	 -им	 -ими	на/в -ому, -ім	на/в -ій	на/в -ому, -ім	на/в -их	
o	S1/n		 -и		 -ей		 -ям		 -и		 -ьми, -ями		на/в -ях		 -и	
o	S1/ma	 -	 -і	 -я	 -ів	 -еві, -ю	 -ям	 -я	 -ів	 -ем	 -ями	на/в -еві, -ю, -і	на/в -ях	 -ю	 -і	
o	S1/f	 -	 -і	 -і	 -ей	 -і	 -ам	 -	 -і	 -шю	 -ами	на/в -і	на/в -ах	 -е	 -і	
o	S1/ma	 -	 -и	 -а	 -ів	 -ові, -у	 -ам	 -а	 -и, -ів	 -ом	 -ами	на/в -ові, -і	на/в -ах	 -е	 -и	
o	S1/p		 -і		 -ів		 -ам		 -і		 -ами		на/в -ах		 -і	
o	S1/ma	 -га	 -ги	 -ги		 -зі	 -гам	 -гу		 -гою	 -гами	на/в -зі	на/в -гах	 -го	 -ги	
o	S1/mna	 -о	 -а	 -а	 -	 -ові, -у	 -ам	 -а	 -	 -ом	 -ами	на/в -ові, -і	на/в -ах	 -о	 -а	
o	S4/i	 -ти		 -ймо	 -й	 -йте	 -тиму	 -тимемо, -тимем	 -тимеш	 -тимете	 -тиме	 -тимуть	 -ю	 -ємо, -єм	 -єш	 -єте	 -є	 -ють			 -в	 -ли	 -ла	 -ло					
o	S4/p	 -ути		 -імо, -ім	 -и	 -іть	 -у	 -емо, -ем	 -еш	 -ете	 -е	 -уть	 -ув	 -ули	 -ула	 -уло					
o	S1/fa	 -а	 -и	 -и	 -	 -і	 -ам	 -у	 -и, -	 -ою	 -ами	на/в -і	на/в -ах	 -о	 -и	
o	S1/mfa	 -	 -	 -	 -	 -	 -	 -	 -	 -	 -	на/в -	на/в -	 -	 -	
o	S1/f	 -		 -		 -		 -		 -		на/в -		 -		
o	S1/ma	 -ин	 -и	 -ина	 -	 -инові, -ину	 -ам	 -ина	 -	 -ином	 -ами	на/в -инові, -ині	на/в -ах	 -ине	 -и	
o	S1/fa	 -ка	 -ки	 -ки	 -к	 -ці	 -кам	 -ку	 -к	 -кою	 -ками	на/в -ці	на/в -ках	 -ко	 -ки	
o	S1/ma	 -	 -и	 -а	 -ів	 -у, -ові	 -ам	 -	 -и	 -ом	 -ами	на/в -і	на/в -ах	 -е	 -и	
o	S4/i	 -вати		 -ймо	 -й	 -йте	 -ватиму	 -ватимемо, -ватимем	 -ватимеш	 -ватимете	 -ватиме	 -ватимуть	 -ю	 -ємо, -єм	 -єш	 -єте	 -є	 -ють			 -вав	 -вали	 -вала	 -вало					
o	S4/ip	 -вати		 -ймо	 -й	 -йте	 -ватиму	 -ватимемо, -ватимем	 -ватимеш	 -ватимете	 -ватиме	 -ватимуть	 -ю	 -ємо, -єм	 -єш	 -єте	 -є	 -ють			 -вав	 -вали	 -вала	 -вало					
o	S1/ma	 -ець	 -ці	 -ця	 -ців	 -цеві, -цю	 -цям	 -ця	 -ці, -ців	 -цем	 -цями	на/в -цеві, -ці, -цю	на/в -цях	 -цю	 -ці	
o	S1/fa	 -я	 -ї	 -ї	 -й	 -ї	 -ям	 -ю	 -ї, -й	 -єю	 -ями	на/в -ї	на/в -ях	 -є	 -ї	
o	S1/ma	 -ець	 -ьці	 -ьця	 -ьців	 -ьцеві, -ьцю	 -ьцям	 -ьця	 -ьців	 -ьцем	 -ьцями	на/в -ьцеві, -ьці, -ьцю	на/в -ьцях	 -ьцю	 -ьці	
o	S1/m	 -ок	 -ки	 -ку	 -ків	 -ку, -кові	 -кам	 -ок	 -ки	 -ком	 -ками	на/в -ку, -кові	на/в -ках	 -ку	 -ки	
o	S28	 -ець	 -ці	 -ця	 -ців	 -цеві, -цю	 -цям	 -ця	 -ців	 -цем	 -цями	при -цеві, -ці, -цю	при -цях	 -цю, -ець	 -ці	
o	S28	 -ів	 -ова, -іва	 -ови, -іви	 -ова, -іва	 -ової, -івої	 -ових, -івих	 -ову, -іву	 -овій, -івій	 -овим, -івим	 -ова, -іва	 -ову, -іву	 -ових, -івих	 -овим, -івим	 -овою, -івою	 -овими, -івими	при -ові, -ову, -іві, -іву	при -овій, -івій	при -ових, -івих	 -ове, -іве, -ів	 -ова, -іва	 -ови, -іви	
